timestamp,Open,High,Low,Close,Volume
2025-07-30 13:37:00,94.45,94.5,94.4,94.49,15395
2025-07-30 13:38:00,94.49,94.5,94.45,94.45,16336
2025-07-30 13:39:00,94.49,94.49,94.367,94.367,6092
2025-07-30 13:40:00,94.36,94.5,94.1,94.1,21595
2025-07-30 13:41:00,94.2499,94.25,94.1,94.11,7636
2025-07-30 13:42:00,94.1101,94.199,94.1,94.1694,4925
2025-07-30 13:43:00,94.17,94.17,93.99,93.99,40178
2025-07-30 13:44:00,93.55,93.8258,93.55,93.8258,4656
2025-07-30 13:45:00,93.68,93.8474,93.61,93.8474,4629
2025-07-30 13:46:00,93.84,93.99,93.62,93.86,4789
2025-07-30 13:47:00,93.93,94.0,93.86,93.95,2772
2025-07-30 13:48:00,93.86,94.0,93.86,94.0,5663
2025-07-30 13:49:00,93.95,94.0,93.55,93.73,42857
2025-07-30 13:50:00,93.65,93.75,93.5101,93.6706,5204
2025-07-30 13:51:00,93.675,93.75,93.675,93.7499,4693
2025-07-30 13:52:00,93.725,93.75,93.7,93.7499,10738
2025-07-30 13:53:00,93.6,93.6,93.555,93.6,9765
2025-07-30 13:54:00,93.6,93.6,93.56,93.5835,6346
2025-07-30 13:55:00,93.6,93.675,93.575,93.675,6503
2025-07-30 13:56:00,93.6,93.6,93.3,93.49,32541
2025-07-30 13:57:00,93.4,93.499,93.39,93.479,4079
2025-07-30 13:58:00,93.44,93.48,93.4,93.4536,7866
2025-07-30 13:59:00,93.44,93.5,93.44,93.5,5599
2025-07-30 14:00:00,93.45,93.5,93.4,93.45,58873
2025-07-30 14:01:00,93.45,93.5,93.45,93.45,2053
2025-07-30 14:02:00,93.45,93.66,93.4,93.5,35278
2025-07-30 14:03:00,93.585,93.67,93.5,93.6139,8586
2025-07-30 14:04:00,93.67,93.7,93.6114,93.6114,5220
2025-07-30 14:05:00,93.67,94.0,93.67,93.71,6078
2025-07-30 14:06:00,93.7,94.1,93.7,94.1,13173
2025-07-30 14:07:00,94.1,94.1,93.8,93.99,8981
2025-07-30 14:08:00,93.875,94.0,93.8206,93.9,3893
2025-07-30 14:09:00,93.9,94.04,93.9,94.04,16458
2025-07-30 14:10:00,94.02,94.1,94.0,94.0635,8933
2025-07-30 14:11:00,94.01,94.07,93.5,93.5,17714
2025-07-30 14:12:00,93.5225,93.9999,93.5,93.9999,19966
2025-07-30 14:13:00,93.875,94.0,93.76,93.9589,5367
2025-07-30 14:14:00,93.85,93.95,93.85,93.95,4458
2025-07-30 14:15:00,93.925,93.96,93.851,93.851,4519
2025-07-30 14:16:00,93.96,93.97,93.85,93.91,13427
2025-07-30 14:17:00,93.91,93.97,93.91,93.97,4136
2025-07-30 14:18:00,93.85,93.97,93.85,93.9699,3372
2025-07-30 14:19:00,93.97,93.97,93.95,93.97,7074
2025-07-30 14:20:00,93.8752,93.98,93.8752,93.95,12386
2025-07-30 14:21:00,93.95,93.95,93.925,93.95,3793
2025-07-30 14:22:00,93.925,93.95,93.925,93.925,2170
2025-07-30 14:23:00,93.925,93.94,93.9,93.9,5150
2025-07-30 14:24:00,93.925,93.95,93.85,93.85,9118
2025-07-30 14:25:00,93.8,93.85,93.8,93.85,14532
2025-07-30 14:26:00,93.85,93.85,93.8,93.85,5505
2025-07-30 14:27:00,93.85,93.85,93.8,93.835,929
2025-07-30 14:28:00,93.82,93.85,93.82,93.8499,5847
2025-07-30 14:29:00,93.8497,93.85,93.81,93.83,836
2025-07-30 14:30:00,93.85,93.85,93.84,93.8499,9019
2025-07-30 14:31:00,93.85,93.85,93.83,93.83,14881
2025-07-30 14:32:00,93.83,93.85,93.83,93.85,3209
2025-07-30 14:33:00,93.84,93.85,93.84,93.84,2657
2025-07-30 14:34:00,93.8452,93.85,93.845,93.845,3843
2025-07-30 14:35:00,93.85,93.85,93.84,93.84,5277
2025-07-30 14:36:00,93.8452,93.85,93.845,93.85,7744
2025-07-30 14:37:00,93.85,93.85,93.8447,93.845,1815
2025-07-30 14:38:00,93.85,93.85,93.8447,93.85,6180
2025-07-30 14:39:00,93.85,93.85,93.845,93.8499,6543
2025-07-30 14:40:00,93.85,93.86,93.845,93.86,11833
2025-07-30 14:41:00,93.8493,93.86,93.84,93.85,10512
2025-07-30 14:42:00,93.85,93.85,93.845,93.85,1336
2025-07-30 14:43:00,93.85,93.85,93.75,93.75,7574
2025-07-30 14:44:00,93.8,93.85,93.75,93.85,5521
2025-07-30 14:45:00,93.825,93.85,93.825,93.845,10861
2025-07-30 14:46:00,93.84,93.85,93.84,93.845,2075
2025-07-30 14:47:00,93.8452,93.85,93.84,93.85,2057
2025-07-30 14:48:00,93.85,93.8622,93.85,93.8622,827
2025-07-30 14:49:00,93.93,94.0,93.7233,93.75,12357
2025-07-30 14:50:00,93.725,93.75,93.7,93.7499,39712
2025-07-30 14:51:00,93.7233,93.7432,93.7,93.725,1101
2025-07-30 14:52:00,93.725,93.75,93.725,93.75,3145
2025-07-30 14:53:00,93.75,93.75,93.725,93.725,3812
2025-07-30 14:54:00,93.75,93.75,93.7233,93.75,3258
2025-07-30 14:55:00,93.75,93.75,93.7,93.75,14144
2025-07-30 14:56:00,93.73,93.75,93.7286,93.75,1576
2025-07-30 14:57:00,93.75,93.75,93.73,93.75,3619
2025-07-30 14:58:00,93.75,93.75,93.745,93.75,2585
2025-07-30 14:59:00,93.75,93.75,93.725,93.75,5390
2025-07-30 15:00:00,93.75,93.925,93.7286,93.925,1290
2025-07-30 15:01:00,93.925,94.0,93.925,93.995,11985
2025-07-30 15:02:00,93.995,94.0,93.9947,93.995,1556
2025-07-30 15:03:00,94.0,94.0,93.99,93.9999,2890
2025-07-30 15:04:00,94.0,94.0,93.99,94.0,5042
2025-07-30 15:05:00,94.0,94.0,93.99,94.0,4656
2025-07-30 15:06:00,93.995,94.0,93.99,94.0,10476
2025-07-30 15:07:00,93.995,94.1,93.995,94.05,12743
2025-07-30 15:08:00,94.075,94.1,94.05,94.0947,8972
2025-07-30 15:09:00,94.0925,94.1,93.99,94.05,5986
2025-07-30 15:10:00,94.02,94.05,93.995,94.0,4331
2025-07-30 15:11:00,94.0,94.0,93.99,93.99,2439
2025-07-30 15:12:00,93.9999,94.0,93.995,93.995,1664
2025-07-30 15:13:00,94.0,94.0,93.9999,93.9999,628
2025-07-30 15:15:00,93.995,94.0,93.995,94.0,1329
2025-07-30 15:16:00,94.0,94.0,93.995,93.9963,1549
2025-07-30 15:17:00,93.9947,94.0,93.9947,94.0,4715
2025-07-30 15:18:00,93.9952,94.0,93.995,93.9967,7303
2025-07-30 15:19:00,94.0,94.0,93.995,94.0,3127
2025-07-30 15:20:00,93.995,94.0,93.99,94.0,10888
2025-07-30 15:21:00,93.99,94.0,93.98,94.0,1828
2025-07-30 15:22:00,93.99,94.0,93.99,93.995,8415
2025-07-30 15:23:00,93.9967,94.0,93.99,93.99,6507
2025-07-30 15:24:00,94.0,94.0,93.9947,94.0,9968
2025-07-30 15:25:00,94.0,94.05,93.9999,94.05,3419
2025-07-30 15:26:00,94.04,94.05,94.04,94.0499,6012
2025-07-30 15:27:00,94.04,94.05,94.04,94.05,4928
2025-07-30 15:28:00,94.05,94.05,94.0447,94.0447,1727
2025-07-30 15:29:00,94.045,94.05,94.045,94.045,5560
2025-07-30 15:30:00,94.04,94.06,94.04,94.06,8969
2025-07-30 15:31:00,94.0547,94.06,94.05,94.05,5030
2025-07-30 15:32:00,94.055,94.055,94.04,94.045,8486
2025-07-30 15:33:00,94.0499,94.05,94.04,94.04,3778
2025-07-30 15:34:00,94.045,94.05,94.026,94.026,8163
2025-07-30 15:35:00,94.05,94.05,94.0,94.0,1325
2025-07-30 15:36:00,94.05,94.05,94.0233,94.025,6016
2025-07-30 15:37:00,94.025,94.05,94.0,94.0,2450
2025-07-30 15:38:00,94.0233,94.025,93.98,93.98,21557
2025-07-30 15:39:00,93.98,94.015,93.98,94.015,3350
2025-07-30 15:40:00,94.0,94.0499,93.9901,94.0,2849
2025-07-30 15:41:00,94.0,94.02,94.0,94.0,1741
2025-07-30 15:42:00,94.0,94.0378,93.99,93.99,3326
2025-07-30 15:43:00,93.995,94.0,93.99,93.995,1877
2025-07-30 15:44:00,94.0,94.0,93.99,93.993,7152
2025-07-30 15:45:00,94.0,94.0239,93.99,93.99,12792
2025-07-30 15:46:00,93.995,94.0,93.9947,93.995,4299
2025-07-30 15:47:00,93.9967,94.02,93.99,94.0,26193
2025-07-30 15:48:00,93.995,94.025,93.995,94.0,12617
2025-07-30 15:49:00,94.0,94.05,94.0,94.0,7321
2025-07-30 15:50:00,94.0,94.1,94.0,94.01,27328
2025-07-30 15:51:00,94.0,94.07,93.99,94.0,15874
2025-07-30 15:52:00,94.01,94.01,94.0,94.0,2073
2025-07-30 15:53:00,94.02,94.02,94.0,94.0198,2363
2025-07-30 15:54:00,94.0,94.02,94.0,94.0199,3321
2025-07-30 15:55:00,94.015,94.1,94.015,94.05,10950
2025-07-30 15:56:00,94.05,94.1,94.05,94.07,8318
2025-07-30 15:57:00,94.084,94.47,94.07,94.24,15148
2025-07-30 15:58:00,94.24,94.24,94.12,94.2187,3580
2025-07-30 15:59:00,94.3,94.35,94.21,94.34,4476
2025-07-30 16:00:00,94.3,94.3,94.2,94.275,4689
2025-07-30 16:01:00,94.3499,94.36,94.21,94.36,12847
2025-07-30 16:02:00,94.35,94.47,94.35,94.4,4226
2025-07-30 16:03:00,94.35,94.37,94.3005,94.35,5961
2025-07-30 16:04:00,94.425,94.489,94.36,94.36,4705
2025-07-30 16:05:00,94.42,94.49,94.35,94.35,10449
2025-07-30 16:06:00,94.42,94.47,94.35,94.42,9084
2025-07-30 16:07:00,94.4279,94.49,94.42,94.49,2618
2025-07-30 16:08:00,94.4158,94.4419,94.4,94.4228,2663
2025-07-30 16:09:00,94.36,94.48,94.36,94.36,3758
2025-07-30 16:10:00,94.42,94.47,94.36,94.47,2037
2025-07-30 16:11:00,94.49,94.49,94.38,94.447,6437
2025-07-30 16:12:00,94.4,94.49,94.4,94.45,12694
2025-07-30 16:13:00,94.4768,94.4768,94.4686,94.47,3849
2025-07-30 16:14:00,94.4686,94.475,94.4686,94.475,2505
2025-07-30 16:15:00,94.475,94.4801,94.47,94.47,3318
2025-07-30 16:16:00,94.47,94.475,94.46,94.46,1388
2025-07-30 16:17:00,94.475,94.475,94.46,94.46,8540
2025-07-30 16:18:00,94.475,94.49,94.46,94.47,3459
2025-07-30 16:19:00,94.46,94.475,94.46,94.4639,4090
2025-07-30 16:20:00,94.46,94.475,94.46,94.47,5520
2025-07-30 16:21:00,94.48,94.51,94.47,94.5,14113
2025-07-30 16:22:00,94.505,94.53,94.505,94.5299,2747
2025-07-30 16:23:00,94.54,94.7,94.5398,94.625,19133
2025-07-30 16:24:00,94.69,94.69,94.615,94.615,1272
2025-07-30 16:25:00,94.67,94.7,94.66,94.7,8636
2025-07-30 16:26:00,94.69,94.7,94.689,94.6999,7472
2025-07-30 16:27:00,94.7,94.7,94.7,94.7,1338
2025-07-30 16:28:00,94.6893,94.71,94.68,94.71,21299
2025-07-30 16:29:00,94.71,94.71,94.68,94.68,5970
2025-07-30 16:30:00,94.65,94.65,94.59,94.65,1253
2025-07-30 16:31:00,94.65,94.65,94.45,94.45,15115
2025-07-30 16:32:00,94.425,94.43,94.4,94.43,827
2025-07-30 16:33:00,94.42,94.48,94.4,94.4,8170
2025-07-30 16:34:00,94.45,94.45,94.45,94.45,320
2025-07-30 16:35:00,94.49,94.49,94.46,94.46,832
2025-07-30 16:36:00,94.485,94.5,94.485,94.5,1122
2025-07-30 16:37:00,94.4999,94.5,94.495,94.5,2268
2025-07-30 16:38:00,94.5,94.5,94.46,94.476,3447
2025-07-30 16:39:00,94.4999,94.5,94.484,94.5,1397
2025-07-30 16:40:00,94.4993,94.5,94.4993,94.5,848
2025-07-30 16:41:00,94.5,94.5,94.47,94.47,5206
2025-07-30 16:42:00,94.5,94.5,94.48,94.49,3388
2025-07-30 16:43:00,94.4847,94.49,94.48,94.49,1048
2025-07-30 16:44:00,94.4847,94.4899,94.47,94.489,5621
2025-07-30 16:45:00,94.47,94.49,94.45,94.49,3015
2025-07-30 16:46:00,94.49,94.49,94.4686,94.49,4664
2025-07-30 16:47:00,94.49,94.49,94.35,94.35,12651
2025-07-30 16:49:00,94.425,94.49,94.3819,94.4468,2032
2025-07-30 16:50:00,94.445,94.489,94.445,94.483,1446
2025-07-30 16:51:00,94.445,94.49,94.445,94.445,1564
2025-07-30 16:52:00,94.445,94.49,94.445,94.49,1484
2025-07-30 16:53:00,94.4479,94.4512,94.4479,94.4512,405
2025-07-30 16:54:00,94.45,94.47,94.45,94.4695,1621
2025-07-30 16:55:00,94.4686,94.48,94.4686,94.48,1455
2025-07-30 16:56:00,94.48,94.4898,94.47,94.4898,827
2025-07-30 16:57:00,94.48,94.48,94.475,94.475,775
2025-07-30 16:58:00,94.47,94.48,94.47,94.4769,519
2025-07-30 16:59:00,94.48,94.49,94.471,94.48,3631
2025-07-30 17:00:00,94.4804,94.4804,94.48,94.48,2174
2025-07-30 17:01:00,94.48,94.49,94.47,94.49,14059
2025-07-30 17:02:00,94.485,94.485,94.47,94.485,7639
2025-07-30 17:03:00,94.485,94.4992,94.45,94.4992,4742
2025-07-30 17:04:00,94.45,94.475,94.0,94.475,21848
2025-07-30 17:05:00,94.49,94.49,94.45,94.48,2302
2025-07-30 17:06:00,94.45,94.54,94.45,94.54,26243
2025-07-30 17:07:00,94.55,94.5999,94.55,94.5999,532
2025-07-30 17:08:00,94.575,94.575,94.575,94.575,903
2025-07-30 17:09:00,94.5733,94.6,94.5733,94.5995,5573
2025-07-30 17:11:00,94.5856,94.6,94.5856,94.5999,6034
2025-07-30 17:12:00,94.6,94.6,94.59,94.6,3244
2025-07-30 17:13:00,94.6,94.6,94.595,94.6,3335
2025-07-30 17:14:00,94.6,94.645,94.59,94.595,16250
2025-07-30 17:15:00,94.595,94.65,94.595,94.65,11000
2025-07-30 17:16:00,94.69,94.69,94.69,94.69,723
2025-07-30 17:17:00,94.7,94.7,94.6999,94.7,3593
2025-07-30 17:18:00,94.6947,94.7,94.6947,94.7,12689
2025-07-30 17:19:00,94.7,94.7,94.7,94.7,10586
2025-07-30 17:20:00,94.7,94.7,94.6999,94.6999,3578
2025-07-30 17:21:00,94.7,94.7,94.695,94.7,19952
2025-07-30 17:22:00,94.695,94.74,94.695,94.725,13849
2025-07-30 17:23:00,94.75,94.75,94.725,94.75,4603
2025-07-30 17:24:00,94.725,94.75,94.725,94.725,972
2025-07-30 17:25:00,94.73,94.75,94.715,94.72,17585
2025-07-30 17:26:00,94.735,94.735,94.735,94.735,1224
2025-07-30 17:27:00,94.735,94.735,94.735,94.735,836
2025-07-30 17:28:00,94.735,94.75,94.73,94.75,5792
2025-07-30 17:29:00,94.75,94.75,94.73,94.73,7731
2025-07-30 17:30:00,94.74,94.74,94.725,94.7267,6170
2025-07-30 17:31:00,94.725,94.805,94.7247,94.805,9116
2025-07-30 17:32:00,94.74,94.75,94.72,94.72,13869
2025-07-30 17:33:00,94.73,94.73,94.725,94.73,542
2025-07-30 17:34:00,94.73,94.73,94.7267,94.7267,1123
2025-07-30 17:35:00,94.73,94.73,94.7299,94.7299,1285
2025-07-30 17:36:00,94.725,94.725,94.6561,94.6561,3127
2025-07-30 17:37:00,94.65,94.65,94.63,94.63,501
2025-07-30 17:38:00,94.6,94.63,94.5,94.535,6196
2025-07-30 17:39:00,94.55,94.57,94.53,94.55,1469
2025-07-30 17:40:00,94.55,94.75,94.5,94.53,4092
2025-07-30 17:41:00,94.7,94.7,94.7,94.7,469
2025-07-30 17:42:00,94.6894,94.69,94.6894,94.69,440
2025-07-30 17:43:00,94.69,94.69,94.6779,94.6779,634
2025-07-30 17:44:00,94.7,94.705,94.69,94.705,4265
2025-07-30 17:45:00,94.73,94.879,94.7299,94.73,13585
2025-07-30 17:46:00,94.79,94.8,94.75,94.75,3125
2025-07-30 17:47:00,94.81,94.87,94.75,94.75,9345
2025-07-30 17:48:00,94.829,94.83,94.829,94.83,1296
2025-07-30 17:49:00,94.84,94.87,94.84,94.8696,6185
2025-07-30 17:50:00,94.84,94.87,94.84,94.8556,1627
2025-07-30 17:51:00,94.8493,94.85,94.8493,94.85,2117
2025-07-30 17:52:00,94.8493,94.88,94.8493,94.88,9935
2025-07-30 17:53:00,94.8747,94.89,94.8747,94.88,4529
2025-07-30 17:54:00,94.885,94.9,94.885,94.8999,7899
2025-07-30 17:55:00,94.9,94.92,94.8947,94.9093,10498
2025-07-30 17:56:00,94.95,94.97,94.94,94.945,45879
2025-07-30 17:57:00,94.9508,94.9508,94.92,94.95,3565
2025-07-30 17:58:00,94.95,94.96,94.92,94.95,6482
2025-07-30 17:59:00,94.92,94.96,94.88,94.88,9859
2025-07-30 18:00:00,94.92,94.93,94.92,94.93,814
2025-07-30 18:01:00,94.93,94.95,94.9278,94.9278,758
2025-07-30 18:02:00,94.95,94.96,94.92,94.95,6678
2025-07-30 18:03:00,94.959,94.96,94.9,94.949,14700
2025-07-30 18:04:00,94.9499,94.9499,94.89,94.949,2180
2025-07-30 18:05:00,94.92,94.93,94.88,94.89,3703
2025-07-30 18:06:00,94.89,94.89,94.75,94.75,10521
2025-07-30 18:07:00,94.75,94.75,94.75,94.75,90463
2025-07-30 18:08:00,94.76,94.785,94.76,94.77,2212
2025-07-30 18:09:00,94.795,94.7982,94.76,94.7733,3931
2025-07-30 18:10:00,94.775,94.8,94.775,94.8,997
2025-07-30 18:11:00,94.79,94.79,94.79,94.79,1353
2025-07-30 18:12:00,94.78,94.78,94.72,94.73,13354
2025-07-30 18:13:00,94.73,94.7334,94.7,94.7,7236
2025-07-30 18:14:00,94.72,94.7353,94.7192,94.73,3294
2025-07-30 18:15:00,94.735,94.74,94.73,94.735,6698
2025-07-30 18:16:00,94.7368,94.74,94.735,94.735,4195
2025-07-30 18:17:00,94.735,94.74,94.735,94.74,2827
2025-07-30 18:18:00,94.74,94.74,94.73,94.73,2170
2025-07-30 18:19:00,94.74,94.74,94.735,94.7399,1607
2025-07-30 18:20:00,94.735,94.74,94.7347,94.7347,2648
2025-07-30 18:21:00,94.735,94.74,94.735,94.74,4866
2025-07-30 18:22:00,94.74,94.74,94.7347,94.7347,5643
2025-07-30 18:23:00,94.735,94.74,94.73,94.73,4535
2025-07-30 18:24:00,94.735,94.74,94.73,94.74,2433
2025-07-30 18:25:00,94.735,94.735,94.73,94.7347,3616
2025-07-30 18:26:00,94.73,94.74,94.73,94.7347,3139
2025-07-30 18:27:00,94.735,94.735,94.735,94.735,472
2025-07-30 18:28:00,94.735,94.74,94.735,94.74,7280
2025-07-30 18:29:00,94.74,94.74,94.7365,94.74,6678
2025-07-30 18:30:00,94.74,94.74,94.735,94.74,701
2025-07-30 18:31:00,94.7352,94.74,94.735,94.74,1024
2025-07-30 18:32:00,94.74,94.74,94.7347,94.7347,1078
2025-07-30 18:33:00,94.74,94.74,94.74,94.74,470
2025-07-30 18:34:00,94.74,94.74,94.74,94.74,938
2025-07-30 18:35:00,94.84,94.9,94.84,94.9,1415
2025-07-30 18:36:00,94.955,94.955,94.95,94.95,1065
2025-07-30 18:37:00,94.95,94.97,94.95,94.954,2842
2025-07-30 18:38:00,94.94,94.97,94.94,94.97,2267
2025-07-30 18:39:00,94.96,94.96,94.945,94.95,3491
2025-07-30 18:40:00,94.95,94.99,94.9499,94.99,2610
2025-07-30 18:41:00,94.99,95.0,94.9548,95.0,2068
2025-07-30 18:42:00,95.0,95.0,94.99,94.99,7730
2025-07-30 18:43:00,94.99,94.995,94.985,94.99,1956
2025-07-30 18:44:00,94.9999,94.9999,94.9866,94.9866,4006
2025-07-30 18:45:00,94.99,94.99,94.99,94.99,876
2025-07-30 18:46:00,94.9822,94.99,94.98,94.99,618
2025-07-30 18:47:00,94.985,94.99,94.985,94.985,3512
2025-07-30 18:48:00,94.985,94.99,94.97,94.97,4088
2025-07-30 18:49:00,94.98,94.98,94.97,94.98,2501
2025-07-30 18:50:00,94.97,95.0,94.97,95.0,7587
2025-07-30 18:51:00,94.99,95.0,94.99,94.995,16736
2025-07-30 18:52:00,94.995,95.0,94.9945,95.0,9304
2025-07-30 18:53:00,94.995,95.0,94.995,94.995,1066
2025-07-30 18:54:00,94.995,95.0,94.99,94.9947,2256
2025-07-30 18:55:00,94.99,95.0,94.97,94.985,15449
2025-07-30 18:56:00,94.984,95.0,94.97,94.97,14096
2025-07-30 18:57:00,94.97,94.98,94.89,94.98,2405
2025-07-30 18:58:00,94.94,94.989,94.89,94.89,2497
2025-07-30 18:59:00,94.945,95.0,94.945,94.998,7429
2025-07-30 19:00:00,94.9967,94.9967,94.9967,94.9967,575
2025-07-30 19:01:00,95.0,95.0,94.9,94.95,3954
2025-07-30 19:02:00,94.95,95.0,94.9,94.95,23548
2025-07-30 19:03:00,94.95,94.95,94.9,94.91,1620
2025-07-30 19:04:00,94.955,95.0,94.955,95.0,6117
